schema,DG_ted,JE_ted,JSF_ted,DG_type_of_errors,JE_type_of_errors,JSF_type_of_errors
o42167,1,15,1,[],[],[]
o42168,0,51,57,[],[],[]
o42169,0,2,17,[],[],[]
o42170,0,343,12,[],[],[]
o42178,0,97,,[],[],[]
o42179,0,38,11,[],[],[]
o42180,,18,,[],[],[]
o42181,,4,,[],[],[]
o42186,0,29,5,[],[],[]
o42187,0,226,28,[],[],[]
o42208,0,,28,[],[],[]
o42212,0,77,14,[],[],[]
o42215,0,,,[],[],[]
o42216,2,118,45,[],[],[]
o42217,2,16,932,['type'],['type'],[]
o42223,0,120,49,[],[],[]
o42252,0,419,381,[],[],[]
o42253,1,,119,[],[],[]
o42282,0,6,31,[],[],[]
o42283,0,14,12,[],[],[]
o42284,0,383,6,[],[],[]
o42285,0,26,22,[],[],[]
o42286,0,12,36,[],[],[]
o42287,0,6,12,[],[],[]
o42288,0,8,26,[],[],[]
o42289,0,12,10,[],[],[]
o42290,0,86,20,[],[],[]
o42291,1,5,13,[],[],[]
o42292,0,21,12,[],[],[]
o42293,0,40,4,[],[],[]
o42295,0,,6,[],[],[]
o42296,0,4,22,[],[],[]
o42297,0,63,2,[],[],[]
o42298,0,271,51,[],[],[]
o42299,0,0,14,[],[],[]
o42300,0,40,25,[],[],[]
o42301,0,35,10,[],[],[]
o42302,0,2,15,[],[],[]
o42303,0,8,20,[],[],[]
o42304,0,35,36,[],[],[]
o42305,0,4,6,[],[],[]
o42306,0,24,40,[],[],[]
o42307,0,8,41,[],[],[]
o42308,0,,16,[],[],[]
o42309,0,18,10,[],[],[]
o4231,,0,18,[],[],[]
o42312,0,,22,[],[],[]
o4234,0,28,6,[],[],[]
o4236,2,,10,[],[],[]
o42456,3,1597,13,[],[],[]
o4249,0,28,14,[],[],[]
o42515,3,9,9,[],['pattern'],[]
o42519,0,37,10,[],[],[]
o42521,1,3,9,[],['pattern'],[]
o42523,0,2,8,[],[],[]
o42525,1,3,5,[],['pattern'],[]
o42527,1,3,11,[],['pattern'],[]
o42529,1,3,15,[],['pattern'],[]
o42534,0,10,4,[],[],[]
o42536,0,8,10,[],[],[]
o42540,0,38,4,[],[],[]
o42546,2,6,10,[],['pattern'],[]
o42552,2,,6,[],[],[]
o42560,2,2,18,[],['pattern'],[]
o42566,2,,10,[],[],[]
o42568,2,,2,[],['pattern'],[]
o42575,2,,5,[],[],[]
o42576,2,6,24,[],['pattern'],[]
o42578,2,2,28,[],['pattern'],[]
o42580,2,2,18,[],['pattern'],[]
o42598,2,6,24,[],['pattern'],[]
o42599,2,2,2,[],['pattern'],[]
o42601,2,6,24,[],['pattern'],[]
o42606,1,9,11,[],['pattern'],[]
o42607,1,3,15,[],['pattern'],[]
o42609,1,,1,[],[],[]
o42650,1,11,11,[],"['pattern', 'azure_notification_hub_connection']",[]
o42651,1,17,42,[],['pattern'],[]
o42653,1,,17,[],[],[]
o42660,1,161,36,[],[],[]
o42662,1,11,44,[],[],[]
o42664,1,142,42,[],['pattern'],[]
o42666,1,3,30,[],['pattern'],[]
o42667,1,13,1,[],['pattern'],[]
o42668,1,19,1,[],['pattern'],[]
o42670,1,9,7,[],['pattern'],[]
o42697,1,3,41,[],[],[]
o42712,1,14,54,[],['pattern'],[]
o42792,2,,6,[],[],[]
o42810,1,15,35,[],['pattern'],[]
o42814,1,,27,[],[],[]
o42855,1,9,21,[],['pattern'],[]
o42866,1,5,37,[],['pattern'],[]
o42888,2,,8,[],[],[]
o42889,2,,20,[],[],[]
o42890,2,,12,[],[],[]
o42892,2,6,12,[],['pattern'],[]
o42964,1,18,32,[],[],[]
o42976,0,0,8,[],[],[]
o42980,1,14,7,[],"['pattern', 'type']",[]
o42981,0,225,12,[],[],[]
o42982,2,3,2,[],['pattern'],[]
o42983,1,,8,[],[],[]
o42984,1,57,3,[],['pattern'],[]
o42985,0,96,41,[],['pattern'],['required']
o42986,0,6,6,[],[],[]
o42988,0,89,4,[],[],[]
o42989,0,9,36,[],[],[]
o42992,0,0,4454,[],[],"['minItems', 'type']"
o42994,6,24,39,[],[],[]
o43004,2,34,3,[],[],[]
o43007,0,136,16,[],[],[]
o43008,5,21,7,[],[],[]
o43009,32,,92,[],[],[]
o43012,49,,3474,[],[],[]
o43017,1,932,87,[],[],[]
o43018,2,18,260,[],[],[]
o43029,1,,17,[],[],[]
o43042,2,,7,[],[],[]
o43045,5,,15,[],[],[]
o43046,18,,3180,[],[],[]
o43079,3,47,5,[],[],[]
o43083,1,,15,[],[],['required']
o43114,3,,28,[],[],[]
o43189,2,2,80,[],[],[]
o43193,0,80,16,[],[],[]
o43196,15,18,17,[],[],[]
o43198,0,3,60,[],[],[]
o43202,0,1,45,[],[],[]
o43203,0,37,32,[],[],[]
o43207,0,9,13,[],[],[]
o43209,0,5,85,[],[],[]
o43210,17,16,21,[],[],[]
o43218,8,8,8,[],[],[]
o43219,1,24,64,[],[],[]
o43222,5,5,5,[],[],[]
o43224,11,11,11,[],[],[]
o43232,0,77,65,[],[],[]
o43234,4,4,4,[],[],[]
o43278,0,70,14,[],[],[]
o43291,2,3,2,[],['pattern'],[]
o43292,1,1,5,[],[],[]
o43293,3,,15,[],[],[]
o43294,0,70,,[],[],[]
o43295,0,112,56,[],[],[]
o43296,0,7,130,[],[],[]
o43297,1,,30,[],[],[]
o43298,0,16,53,[],[],[]
o43309,0,350,59,[],[],[]
o43322,1,242,11,[],[],[]
o43323,0,0,4,[],[],[]
o43342,0,,48,[],[],[]
o43343,,,23,[],[],[]
o43344,4,,14,[],[],[]
o43345,0,,167,[],[],[]
o4354,4,54,24,[],[],[]
o4360,0,28,113,[],[],[]
o43729,1,3,7,[],[],[]
o43970,1,1,1,[],[],[]
o43971,2,6,16,[],[],[]
o43974,2,2,2,[],[],[]
o43976,0,0,6,[],[],[]
o43977,1,3,1,[],[],[]
o43979,1,,1,[],[],[]
o43981,0,0,5,[],[],[]
o43982,1,3,3,[],[],[]
o43985,1,,128,[],[],[]
o43986,1,3,3,[],[],[]
o43988,4,,6,[],[],[]
o43991,5,,38,[],[],[]
o43992,4,,4,[],[],[]
o43993,3,,3,[],[],[]
o43994,4,,151,[],[],[]
o43995,1,,2,[],[],[]
o43997,2,6,4,[],[],[]
o43998,1,,4,[],[],[]
o43999,2,,3,[],[],[]
o44006,0,0,0,[],[],[]
o44008,1,,4,[],[],[]
o44009,0,0,13,[],[],[]
o44010,0,0,2,[],[],[]
o44020,2,,4,[],[],[]
o44022,0,0,8,[],[],[]
o44051,5,,7,[],[],[]
o44052,2,,8,[],[],[]
o44097,2,,4,[],[],[]
o44119,1,,1,[],[],[]
o44126,1,,0,[],[],[]
o4413,0,25,1316,[],[],[]
o44130,2,2,2,[],[],[]
o44135,4,33,3,[],[],[]
o44186,1,,19,[],[],[]
o44187,2,,5,[],[],[]
o44188,1,,1,[],[],[]
o44189,1,,11,[],[],[]
o44190,1,,5,[],[],[]
o44194,0,158,770,[],[],[]
o44196,8,,56,[],[],[]
o44202,4,705,148,[],[],[]
o44203,2,,6,[],[],[]
o44204,2,2,8,[],['pattern'],[]
o44205,2,12,24,[],['pattern'],[]
o44206,2,8,17,[],['pattern'],[]
o44208,0,2,8,[],[],[]
o44213,1,6,407,[],[],[]
o44225,0,36,513,[],[],[]
o44227,0,366,4,[],[],[]
o44228,0,11,12,[],[],[]
o44231,0,8,6,[],[],[]
o44234,0,10,10,[],[],[]
o44238,0,601,8,[],[],[]
o44241,0,27,8,[],[],[]
o44250,1,,4,[],[],[]
o44253,0,21,13,[],[],[]
o44258,1,7,9,[],[],[]
o44260,1,55,1,[],[],[]
o44261,1,35,6,[],[],[]
o44262,0,14,4,[],[],[]
o44264,0,24,16,[],[],[]
o44267,0,36,15,[],[],[]
o44268,0,58,14,[],[],[]
o44275,0,68,10,[],[],[]
o44276,0,8,6,[],[],[]
o44280,2,2,2,[],[],[]
o44284,2,23,8,[],[],[]
o44286,0,70,8,[],[],[]
o44287,1,137,7,[],[],[]
o44288,1,84,30,[],[],[]
o44295,0,8,8,[],[],[]
o44296,0,6,6,[],[],[]
o44297,0,28,22,[],[],[]
o44298,0,10,12,[],[],[]
o44299,0,27,4,[],[],[]
o44303,0,22,6,[],[],[]
o44307,0,16,4,[],[],[]
o44309,0,0,10,[],[],[]
o44311,0,20,4,[],[],[]
o44344,4,7,13,[],[],[]
o44346,3,35,5,[],[],[]
o44349,9,66,13,[],[],[]
o44352,4,61,2,[],[],[]
o44363,2,6,2,[],[],[]
o44368,1,,7,[],[],[]
o44372,3,,3,[],[],[]
o44373,0,235,0,[],[],[]
o44376,0,,6,[],[],[]
o44455,0,12,14,[],[],[]
o44456,0,8,2,[],[],[]
o44458,0,48,22,[],[],[]
o44459,0,81,23,[],[],[]
o44462,,42,16,[],['pattern'],[]
o44463,5,21,5,[],[],[]
o44713,6,,48,[],[],[]
o44926,0,0,160,[],[],[]
o44934,0,0,48,[],[],[]
o44946,0,2072,646,[],[],[]
o44947,0,1025,140,[],[],[]
o44949,0,76,38,[],[],[]
o44959,0,6,64,[],[],[]
o44986,2,92,6,[],[],[]
o44987,5,,9,[],[],[]
o44989,1,44,1,[],[],[]
o44993,2,30,2,[],[],[]
o45018,0,13,4,[],[],[]
o45019,0,108,4,[],[],[]
o45020,0,12,2,[],[],[]
o45021,0,8,8,[],[],[]
o45022,0,4,4,[],[],[]
o45023,0,2,2,[],[],[]
o45024,0,29,4,[],[],[]
o45025,0,8,2,[],[],[]
o45026,0,6,6,[],[],[]
o45027,0,6,4,[],[],[]
o45028,0,28,2,[],[],[]
o45029,0,28,2,[],[],[]
o45114,0,39,23,[],[],[]
o45117,0,43,17,[],[],[]
o45133,0,56,5,[],[],[]
o45134,0,197,268,[],[],[]
o45138,0,0,71,[],[],[]
o45139,0,,38,[],[],[]
o45140,0,27,29,[],[],[]
o45159,0,2505,147,[],[],[]
o45160,0,116,23,[],[],[]
o45162,0,91,19,[],[],[]
o45164,0,106,65,[],[],[]
o45166,0,309,22,[],[],[]
o45167,0,117,55,[],[],[]
o45169,0,350,18,[],[],[]
o45171,0,29,35,[],[],[]
o45172,0,,89,[],[],[]
o45174,0,44,71,[],[],[]
o45175,0,10,19,[],[],[]
o45179,0,3531,151,[],[],[]
o45182,0,187,7,[],[],[]
o45184,0,2877,76,[],[],[]
o45185,0,1149,217,[],[],[]
o45186,0,123,65,[],[],[]
o45188,0,16,17,[],[],[]
o45189,0,4506,34,[],[],[]
o45190,0,707,67,[],[],[]
o45193,0,304,6,[],[],[]
o45195,0,1135,80,[],[],[]
o45196,0,,683,[],[],[]
o45197,0,1392,60,[],[],[]
o45198,0,124,125,[],[],[]
o45199,0,1983,228,[],[],[]
o45200,0,822,115,[],[],[]
o45201,0,,765,[],[],[]
o45203,0,,58,[],[],[]
o45205,0,2118,104,[],[],[]
o45209,0,103,50,[],[],[]
o45210,0,9593,200,[],[],[]
o45211,0,1613,194,[],[],[]
o45213,0,4,3,[],[],[]
o45214,0,675,452,[],[],[]
o45215,0,,28,[],[],[]
o45216,0,271,143,[],[],[]
o45217,0,18,85,[],[],[]
o45219,0,154,51,[],[],[]
o45221,0,380,449,[],[],[]
o45223,0,891,130,[],[],[]
o45224,0,17153,3070,[],[],[]
o45225,0,860,65,[],[],[]
o45226,0,476,440,[],[],[]
o45227,0,196,469,[],[],[]
o45229,0,3,4,[],[],[]
o45232,0,8187,192,[],[],[]
o45260,5,,7,['type'],[],['type']
o45261,2,4,16,[],[],[]
o45263,2,,6,[],[],[]
o45264,2,8,256,[],[],[]
o45281,13,14,55,[],[],[]
o45282,13,16,57,[],[],[]
o45283,12,42,120,[],[],[]
o45306,5,16,194,[],[],[]
o45307,4,4,15,[],['pattern'],[]
o45310,1,39,48,[],[],[]
o45313,0,371,331,[],[],[]
o45388,,0,2,[],[],[]
o45395,2,,,[],[],[]
o45398,,0,,[],[],[]
o45400,1,,,[],[],[]
o45401,,0,,[],[],[]
o45404,,0,,[],[],[]
o45405,,0,2,[],[],[]
o45407,,0,,[],[],[]
o45408,,0,4,[],[],[]
o45409,,0,,[],[],[]
o45486,4,,38,[],[],[]
o45586,0,113,38,[],[],[]
o45592,0,6,6,[],[],[]
o45595,1,15,1,[],[],[]
o45596,3,3,37,[],[],[]
o45630,0,7,5,[],[],[]
o45633,1,,1,[],[],[]
o45634,0,9,2,[],[],[]
o45635,0,18,4,[],[],[]
o45647,4,20,4,[],[],[]
o45648,3,3,7,[],[],[]
o45752,26,31,31,[],[],[]
o45769,3,494,28,[],[],[]
o45806,0,,153,[],[],[]
o45807,0,,135,[],[],[]
o46145,9,18,22,[],[],[]
o46155,0,0,45,[],[],[]
o46173,23,,94,[],[],[]
o46198,0,4,12,[],[],[]
o46217,0,0,0,[],[],[]
o46220,0,32,29,[],[],[]
o46235,0,18,297,[],[],[]
o46237,0,16,270,[],[],[]
o46249,0,0,439,[],[],[]
o46250,0,0,16,[],[],[]
o46256,1,3,2,[],[],[]
o46257,0,0,8,[],[],[]
o46258,0,0,4,[],[],[]
o46259,0,0,4,[],[],[]
o46262,0,0,10,[],[],[]
o46263,3,3,4,[],[],[]
o46264,4,7,5,[],[],[]
o46265,0,0,145,[],[],[]
o46299,1,,0,[],[],[]
o46322,0,0,295,[],[],[]
o46358,1,,1,[],[],[]
o46359,0,0,13,[],[],[]
o46362,1,1,1,[],[],[]
o46363,0,0,4,[],[],[]
o46364,0,0,0,[],[],[]
o46365,2,49,23,[],[],[]
o46379,1,1,1,[],[],[]
o46393,0,21,92,[],[],['type']
o46394,0,,28,[],[],[]
o46395,1,1,1,[],[],[]
o46406,1,1,1,[],[],[]
o46408,0,40,25,[],['pattern'],[]
o46410,0,0,4,[],[],[]
o46411,0,0,18,[],[],[]
o46412,0,0,18,[],[],[]
o46413,6,,12,[],[],[]
o46414,1,,1,[],[],[]
o46416,0,3,1,[],[],['multipleOf']
o46421,1,1,1,[],[],[]
o46423,6,,8,[],[],[]
o46428,0,0,4,[],[],[]
o46432,0,68,4,[],[],[]
o46526,0,44,12,[],[],[]
o46527,0,8,20,[],[],[]
o46559,2,,2,[],[],[]
o46562,,0,0,[],[],[]
o46566,,0,38,[],[],[]
o46658,0,4,57,[],[],[]
o46761,0,22,36,[],[],[]
o46762,3,,35,[],[],[]
o46813,0,135,10,[],[],[]
o46895,0,0,38,[],[],[]
o46922,0,201,20,[],[],[]
o47005,1,,50,[],[],[]
o47025,4,4,6,[],[],[]
o47036,2,6,2,[],[],[]
o47037,5,17,5,[],[],[]
o47038,2,6,2,[],[],[]
o47039,0,6,6,[],[],[]
o47061,3,,5,[],[],[]
o47063,1,7,1,[],[],[]
o47064,0,28,8,[],[],[]
o47066,0,,10,[],[],[]
o47068,2,,4,[],[],[]
o47090,1,3,425,[],[],[]
o47095,0,0,25,[],[],[]
o47097,0,0,0,[],[],[]
o47100,0,0,153,[],[],[]
o47102,0,0,101,[],[],[]
o47106,1,3,7,[],[],[]
o47108,0,0,32,[],[],[]
o47109,1,3,39,[],[],[]
o47110,1,3,1,[],[],[]
o47111,0,0,28,[],[],[]
o47115,0,0,23,[],[],[]
o47116,0,0,229,[],[],[]
o47118,0,0,2,[],[],[]
o47120,0,0,16,[],[],[]
o47121,0,0,63,[],[],[]
o47122,0,0,26,[],[],[]
o47139,0,9,14,[],[],[]
o47148,0,38,22,[],[],[]
o47149,0,6,5,[],[],[]
o47150,0,12,15,[],[],[]
o47156,2,251,8,[],[],[]
o47158,2,,192,[],[],[]
o47163,0,0,31,[],[],[]
o47167,0,8,6,[],[],[]
o47168,0,16,10,[],['type'],[]
o47195,0,12,142,[],[],[]
o47197,0,14,506,[],[],[]
o47199,0,6,216,[],[],[]
o47208,2,15,38,[],[],[]
o47247,3,730,510,[],['type'],[]
o47248,4,242,40,[],[],[]
o47261,0,22,42,[],[],[]
o47263,5,,61,[],[],[]
o47654,3,52,3,[],[],[]
o47658,5,35,,[],[],[]
o47669,,1565,279,[],[],[]
o47670,0,62,125,[],[],[]
o47674,14,12,19,[],[],[]
o47675,0,14,13,[],[],[]
o47712,1,37,10,[],[],[]
o47749,0,0,101,[],[],[]
o47836,1001,,4,[],[],[]
o47837,2,,2,[],[],[]
o47838,0,,39,[],[],[]
o47856,0,404,8,[],[],[]
o47860,1,1,1,[],[],[]
o47920,2,241,14,[],[],[]
o47921,0,0,8,[],[],[]
o47923,3,,6,[],[],[]
o47924,0,0,6,[],[],[]
o47925,0,0,2,[],[],[]
o47943,0,4,10,[],[],[]
o47976,6,,5,[],[],[]
o48002,4,,54,[],[],[]
o48006,0,14,9,[],[],[]
o48007,0,10,13,[],[],[]
o48008,0,32,26,[],[],[]
o48009,0,0,32,[],[],[]
o48010,0,26,12,[],[],[]
o48012,0,20,12,[],[],[]
o48013,0,0,114,[],[],[]
o48021,1,,12,[],[],[]
o48022,1,,266,[],[],[]
o48024,4,58,124,[],[],[]
o48073,0,,165,[],[],[]
o48094,3,122,1456,[],"['type', 'required']",['required']
o48095,5,550,20,[],[],[]
o48116,0,,12,[],[],[]
o48121,20,38,143,[],[],[]
o48159,1,,0,[],[],[]
o48162,1,,1,[],[],[]
o48241,0,2,855,[],[],[]
o48243,15,189,83,[],[],[]
o48244,1,16,8,[],[],[]
o48245,13,596,186,[],[],[]
o48246,0,30,24,[],[],[]
o48248,0,21,18,[],[],[]
o48256,0,,,[],[],[]
o48257,1,107,9,[],[],[]
o4826,1,41,10,[],[],['required']
o4827,0,,,[],[],[]
o48271,0,42,63,[],[],[]
o48280,1,,1,[],[],[]
o48311,2,,433,[],[],[]
o48312,0,0,4,[],[],[]
o48313,1,5226,348,[],"['type', 'const', 'required']",[]
o4832,0,30,70,[],[],[]
o4833,4,,141,[],[],[]
o48339,1,143,181,[],[],[]
o4834,1,,4,[],[],[]
o4836,0,16,125,[],[],[]
o4837,0,51,200,[],[],[]
o48403,1,10,,[],[],[]
o48404,5,,705,[],[],[]
o48419,5,11,17,[],[],[]
o48420,2,28,4,[],[],[]
o48421,6,14,25,[],[],[]
o48422,6,,269,[],[],[]
o48423,15,,108,[],[],[]
o48424,5,9,4,[],[],[]
o48427,12,,33,[],[],[]
o4844,0,,53,[],[],[]
o48454,0,38,21,[],[],[]
o4846,3,3,182,[],[],[]
o48487,13,,68,[],[],[]
o48489,13,,307,[],[],[]
o48492,0,27,10,[],[],[]
o48493,0,0,139,[],[],[]
o4850,,11,7,[],[],[]
o48512,0,170,98,[],[],[]
o48513,0,2,11,[],[],[]
o48514,0,6,5,[],[],[]
o48515,0,2,331,[],[],[]
o48516,0,8,14,[],[],[]
o48517,0,134,16,[],[],[]
o48519,5,,44,[],[],[]
o48543,,,13,[],[],[]
o48544,1,1,3,[],[],[]
o48546,2,,2,[],[],[]
o48547,3,,3,[],[],[]
o48548,5,,5,[],[],[]
o48549,5,195,19,[],['pattern'],[]
o48619,22,,64,['pattern'],[],[]
o48661,0,55,714,[],[],[]
o48748,1,20,3,[],['pattern'],[]
o48749,16,65,62,[],[],[]
o48762,0,,1,[],[],[]
o48770,5,7,19,[],[],[]
o48771,6,3240,642,[],[],[]
o48781,1,4,267,[],[],[]
o48800,2,20,2,[],[],[]
o48803,3,9,3,[],[],[]
o48805,1,7,1,[],[],[]
o48810,0,189,24,[],[],[]
o48811,2,742,275,[],[],[]
o48813,,7,3,[],[],[]
o48814,2,,3,[],[],[]
o48816,2,3,6,[],['pattern'],[]
o48866,0,0,628,[],[],[]
o48869,1,15,1,[],[],[]
o48873,2,22,11,[],[],['required']
o48876,0,142,14,[],[],[]
o49129,0,,27,[],[],[]
o49201,0,19,84,[],[],[]
o49232,0,3748,171,[],[],[]
o49233,0,865,67,[],[],[]
o49234,0,6323,614,[],[],[]
o49235,0,124,49,[],[],[]
o49496,0,2,59,[],[],[]
o49536,4,6,18,[],['pattern'],[]
o49808,0,87,13,[],[],[]
o49812,0,6,24,[],[],[]
o49986,3,5,11,[],['dependentRequired'],[]
o49989,0,57,4,[],[],[]
o50003,5,,72,[],[],[]
o50005,4,,57,[],[],[]
o50007,4,,50,[],[],[]
o50010,5,,75,[],[],[]
o50110,0,38,160,[],[],[]
o50111,5,14,10,[],[],[]
o50113,16,181,38,[],[],[]
o50114,9,,61,[],[],[]
o50163,0,6,12,[],[],[]
o50479,0,32,105,[],[],[]
o50504,1,3,19,[],[],[]
o50639,9,,135,[],[],[]
o50667,0,12,,[],[],[]
o50668,1,13,,[],[],[]
o50672,3,103,,[],[],[]
o50673,,29,,[],[],[]
o50674,0,13,,[],[],[]
o50685,1,3,57,[],[],[]
o50969,0,4,8,[],[],[]
o50970,1,1,1,[],[],[]
o51078,3,,3,[],[],[]
o51080,2,25,2,[],[],[]
o51081,3,3,3,[],[],[]
o51088,0,620,46,[],[],[]
o51159,0,31,8,[],[],[]
o5116,6,5,5,[],[],[]
o51165,0,2,27,[],[],[]
o51168,3,,77,[],[],[]
o51169,4,,887,[],[],[]
o51170,0,5,5,[],[],[]
o51177,0,0,0,[],[],[]
o5118,1,11,5,[],[],[]
o51221,0,2,9,[],[],[]
o51222,0,12,2,[],[],[]
o51223,2,2,10,[],[],[]
o51224,1,,1,[],[],[]
o51226,0,8,2,[],[],[]
o51227,0,6,6,[],[],[]
o51260,5,117,41,[],[],[]
o5138,0,0,4,[],[],[]
o5140,0,0,4,[],[],[]
o5142,,0,6,[],[],[]
o5146,0,0,10,[],[],[]
o5147,2,6,6,[],[],[]
o5151,2,2,2,[],[],[]
o5158,0,52,2,[],[],[]
o5159,3,3,3,[],[],[]
o5161,3,,7,[],[],[]
o5162,0,0,7,[],[],[]
o5163,4,80,6,[],[],[]
o5165,1,3,5,[],[],[]
o5167,2,14,4,[],[],[]
o5172,0,0,2,[],[],[]
o5187,2,,8,[],[],[]
o5195,3,,5,[],[],[]
o5202,0,1,0,[],[],[]
o5208,0,12,44,[],[],[]
o5210,0,25,,[],[],[]
o5214,0,135,10,[],[],[]
o5219,0,6,20,[],[],[]
o5220,5,5,5,[],[],[]
o5221,13,14,14,[],[],[]
o5223,0,0,42,[],[],[]
o5224,4,4,4,[],[],[]
o5225,0,0,32,[],[],[]
o5233,0,2,16,[],[],[]
o5235,0,0,28,[],[],[]
o5245,0,8,10,[],[],[]
o5247,0,1,30,[],[],[]
o5248,3,3,3,[],[],[]
o5251,2,215,39,[],[],[]
o5254,0,0,4,[],[],[]
o5255,4,10,4,[],[],[]
o5258,1,3,1,[],[],[]
o5261,0,0,8,[],[],[]
o5263,1,1,1,[],[],[]
o5265,7,7,9,[],[],[]
o5268,8,17,11,[],[],[]
o52821,,4,10,[],[],[]
o52822,1,1,,[],[],[]
o52856,4,40,139,[],[],[]
o52904,0,0,381,[],[],[]
o53002,0,0,43,[],[],[]
o53004,1,43,17,[],[],[]
o53017,,37,,[],[],[]
o53018,,172,,[],[],[]
o53019,,2,4,[],[],[]
o53024,5,5,5,[],[],[]
o53025,3,67,35,[],[],[]
o53044,9,,50,[],[],[]
o53069,3,7,3,[],[],[]
o53070,3,50,3,[],[],[]
o53074,2,7,6,[],[],[]
o53075,2,30,2,[],[],[]
o53085,,187,73,[],[],[]
o53100,0,,866,[],[],[]
o53107,0,17,2,[],[],[]
o53109,0,,94,[],[],[]
o53110,0,8,229,[],[],[]
o53111,0,26,4,[],[],[]
o53115,2,13,3,[],[],[]
o53116,2,10,12,[],[],[]
o53128,0,212,136,[],[],[]
o53129,0,16,72,[],[],[]
o53159,0,1,33,[],[],[]
o5326,2,,19,[],[],[]
o5327,2,,41,[],[],[]
o5329,3,,24,[],[],['required']
o5330,3,,50,[],[],[]
o5331,3,,83,[],[],[]
o5333,2,,80,[],[],[]
o5335,2,,31,[],[],[]
o5336,2,,91,[],[],['required']
o5338,3,,36,[],[],[]
o5340,3,,75,[],[],['required']
o5341,3,,49,[],[],['required']
o5343,5,,45,[],[],['required']
o5344,5,,25,[],[],[]
o5345,5,,71,[],[],[]
o5347,5,,55,[],[],[]
o5348,2,,59,[],[],['required']
o5349,2,,68,[],[],[]
o5351,2,,90,[],[],['required']
o53515,0,25,47,[],[],[]
o53518,1,,7,[],[],[]
o5352,2,,38,[],[],['required']
o53523,0,10,56,[],[],[]
o53524,1,1,,[],[],[]
o5353,2,,49,[],[],['required']
o5355,2,,43,[],[],['required']
o5356,2,,53,[],[],['required']
o5357,2,,12,[],[],['required']
o5359,3,,57,[],[],[]
o5360,3,,33,[],[],['required']
o5362,3,,55,[],[],['required']
o5364,4,,37,[],[],[]
o5365,4,,70,[],[],['required']
o5366,4,,52,[],[],['required']
o5368,3,,63,[],[],['required']
o5369,3,,58,[],[],['required']
o53694,0,18,30,[],[],[]
o53697,0,59,136,[],[],[]
o53698,0,1,41,[],[],[]
o5370,3,,39,[],[],[]
o53703,0,18,13,[],[],[]
o5372,2,,23,[],[],[]
o5373,2,,60,[],[],[]
o5374,2,,69,[],[],['required']
o5375,0,8,84,[],[],['required']
o5376,0,26,8,[],[],[]
o5377,0,2,12,[],[],[]
o5379,2,,82,[],[],[]
o5384,2,,81,[],[],['required']
o5385,2,,62,[],[],[]
o5386,2,,90,[],[],[]
o5387,2,,83,[],[],['required']
o5389,2,,47,[],[],['required']
o53898,1,3,3,[],[],[]
o53899,4,4,8,[],[],[]
o5390,2,,92,[],[],[]
o53900,3,3,5,[],[],[]
o53901,,4,4,[],[],[]
o53902,1,3,5,[],[],[]
o53903,0,0,4,[],[],[]
o53905,1,1,4,[],['pattern'],[]
o53906,0,6,4,[],['pattern'],[]
o53907,0,0,6,[],[],[]
o53908,0,0,2,[],[],[]
o53909,2,2,2,[],['minProperties'],[]
o5391,2,,111,[],[],['required']
o53911,0,24,3,[],[],[]
o5393,2,,57,[],[],['required']
o5394,2,,27,[],[],[]
o5395,2,,34,[],[],['required']
o5396,4,,92,[],[],['required']
o5398,4,,70,[],[],['required']
o5399,4,,68,[],[],['required']
o5400,4,,105,[],[],['required']
o5406,3,,29,[],[],[]
o5407,3,,52,[],[],['required']
o5408,3,,107,[],[],['required']
o5409,3,,221,[],[],['required']
o5411,3,,218,[],[],['required']
o5412,3,,42,[],[],[]
o5413,3,,61,[],[],[]
o5415,2,,63,[],[],['required']
o5416,2,,72,[],[],['required']
o5417,2,,93,[],[],['required']
o5419,3,,76,[],[],['required']
o5420,3,,26,[],[],[]
o5421,3,,38,[],[],[]
o54541,0,12,10,[],[],[]
o54542,0,43,45,[],[],['required']
o54543,0,596,29,[],['pattern'],[]
o54544,0,16,8,[],[],[]
o54545,0,142,9,[],[],[]
o54546,0,280,27,[],['pattern'],[]
o54547,0,3,26,[],[],[]
o54549,0,77,40,[],[],[]
o54550,0,16,178,[],[],[]
o54551,0,2,24,[],[],[]
o54552,0,2,62,[],[],[]
o54553,0,46,15,[],[],[]
o54554,0,224,14,[],[],[]
o54555,0,236,18,[],[],[]
o54556,0,2,10,[],[],[]
o54557,0,10,73,[],[],[]
o54558,0,8,42,[],[],[]
o54559,0,,,[],[],[]
o54560,25,25,24,[],[],[]
o54575,6,,,[],[],[]
o54578,4,,6,[],[],[]
o54582,4,10,11,[],[],[]
o54583,0,292,5,[],[],[]
o5460,0,18,70,[],[],[]
o54610,8,9,16,[],[],['required']
o54615,0,862,37,[],[],[]
o54618,0,0,50,[],[],[]
o54619,0,,45,[],[],[]
o5462,13,24,14,[],[],[]
o54621,1,302,2,[],[],[]
o5463,0,5,60,[],[],[]
o5467,0,1,27,[],[],[]
o5468,0,29,53,[],[],[]
o5474,0,5,68,[],[],[]
o5475,17,18,20,[],[],[]
o54898,9,,21,[],[],[]
o54930,0,2,4,[],[],[]
o54973,3,,30,[],[],[]
o54976,0,4,45,[],[],[]
o54977,0,12,16,[],[],[]
o54984,0,2,4,[],[],[]
o54986,5,13,8,[],[],[]
