schema,DG_ted,JE_ted,JSF_ted,DG_type_of_errors,JE_type_of_errors,JSF_type_of_errors
o91036,1,,7,[],[],[]
o91037,10,,104,[],[],[]
o91038,4,14,21,[],[],[]
o91040,0,40,28,[],[],[]
o91081,0,67,9,[],[],[]
o91088,0,0,40,[],[],[]
o91089,0,0,20,[],[],[]
o91096,4,193,3,[],[],[]
o91099,0,449,15,[],[],[]
o91100,0,0,116,[],[],[]
o91101,0,933,6,[],[],[]
o91102,0,586,42,[],[],[]
o91103,4,4,4,[],[],[]
o91109,2,,4,[],[],[]
o91126,0,50,104,[],[],[]
o91129,1,60,1,[],[],[]
o91132,1,141,10,[],[],[]
o91136,0,2,8,[],[],[]
o91148,0,0,,[],[],[]
o91151,0,,,[],[],[]
o91394,2,2,58,[],[],[]
o91396,3,,,[],[],[]
o91408,0,,8,[],[],[]
o91584,0,2,6,[],[],[]
o91592,0,,,[],[],[]
o91593,0,0,0,[],[],[]
o91594,0,0,28,[],[],[]
o91595,2,737,562,[],[],[]
o9187,0,22,24,[],[],[]
o9198,2,8,32,[],[],[]
o9207,0,,30,[],[],[]
o9208,2,10,8,[],[],[]
o9209,2,,6,[],[],[]
o9273,1,11,1,[],[],[]
o9274,2,49,27,[],[],[]
o9275,0,4,21,[],[],[]
o9292,0,0,1,[],[],[]
o9305,8,29,,[],[],[]
o9385,2,2,5,[],[],[]
o9386,0,16,,[],[],[]
o9388,0,0,78,[],[],[]
o9390,2,15,34,[],[],[]
o948,5,5,5,[],[],[]
o9500,0,239,2,[],[],[]
o9503,0,7,53,[],[],[]
o9505,0,16,20,[],[],[]
o9507,0,6,14,[],[],[]
o9509,0,12,4,[],[],[]
o9510,0,16,10,[],[],[]
o9511,0,12,52,[],[],[]
o9512,0,4,4,[],[],[]
o9513,0,65,46,[],[],[]
o9514,0,114,20,[],[],[]
o9515,0,93,31,[],[],[]
o9516,0,83,53,[],[],[]
o9517,0,14,6,[],[],[]
o9518,0,6,16,[],[],[]
o9519,0,2,6,[],[],[]
o9520,0,10,62,[],[],[]
o9541,1,,,[],[],[]
o9702,3,3,3,[],[],[]
o9764,0,6,32,[],[],[]
o9765,0,0,6,[],[],[]
o9766,0,16,45,[],[],[]
o9767,0,53,2461,[],[],[]
o9769,0,4,4,[],[],[]
o9770,0,6,195,[],[],[]
o9771,0,10,14,[],[],[]
o9772,0,0,6,[],[],[]
o9774,0,0,17,[],[],[]
o9776,0,2,56,[],[],[]
o9777,0,6,6,[],[],[]
o9778,0,0,14,[],[],[]
o9779,0,0,37,[],[],[]
o9780,0,0,2,[],[],[]
o9782,0,6,1362,[],[],[]
o9783,0,0,10,[],[],[]
o9784,0,0,77,[],[],[]
o9785,0,88,656,[],[],[]
o9786,0,6,698,[],[],[]
o9787,0,0,1989,[],[],[]
o9789,0,4,10,[],[],[]
o9790,0,0,2,[],[],[]
o9791,0,,64,[],[],[]
o9792,0,4,8,[],[],[]
o9793,0,2,8,[],[],[]
o9794,0,12,2037,[],[],[]
o9795,0,20,40,[],[],[]
o9796,0,0,58,[],[],[]
o9797,0,16,18,[],[],[]
o9801,0,0,18,[],[],[]
o9802,0,8,20602,[],[],"['const', 'required', 'additionalProperties']"
o9803,0,0,2,[],[],[]
o9804,0,0,40,[],[],[]
o9806,0,6,3,[],[],[]
o9807,0,0,13,[],[],[]
o9808,0,49,84,[],[],[]
o9810,0,21,18,[],[],[]
o9811,3,,5,[],[],[]
o9812,0,0,4,[],[],[]
o9814,0,4,8,[],[],[]
o9815,0,8,12,[],[],[]
o9816,0,113,3,[],['type'],[]
o9817,2,,14,[],[],[]
o9818,0,0,2,[],[],[]
o9819,0,13,25,[],[],[]
o9822,0,14,780,[],[],[]
o9823,0,10,,[],[],[]
o9824,1,6,1,[],"['type', 'enum']",[]
o9826,0,12,12,[],['type'],[]
o9827,1,75,0,[],"['required', 'additionalProperties']",[]
o9828,1,3,12,[],['pattern'],[]
o9829,0,17,59,[],[],[]
o9830,0,0,,[],[],[]
o9832,0,8,,[],[],[]
o9835,1,1,1,[],[],[]
o9836,0,0,429807,[],[],[]
o9838,0,45,,[],[],[]
o9839,0,2,10,[],[],[]
o9840,0,11,7,[],"['type', 'additionalProperties']",[]
o9841,0,215,51,[],"['type', 'additionalProperties']",[]
o9842,0,45,194,[],[],[]
o9843,0,87,556211,[],[],[]
o9850,0,14,12,[],[],[]
o9852,0,4,69,[],[],[]
o9856,0,48,16,[],[],[]
o9860,0,0,44,[],[],[]
o9861,0,0,4,[],[],[]
o9863,0,14,16,[],[],[]
o9864,0,29,94,[],[],[]
o9867,0,0,8,[],[],[]
o9869,0,16,12,[],[],[]
o9870,0,0,6,[],[],[]
o9872,0,2,48,[],[],[]
o9873,0,716,6,[],[],[]
o9874,0,0,395,[],[],[]
o9876,0,53,19,[],['type'],[]
o9877,0,4,4,[],[],[]
o9878,0,4,10,[],[],[]
o9879,0,0,805,[],[],[]
o9881,0,12,2988,[],[],[]
o9882,0,0,20620,[],[],[]
o9883,0,0,12,[],[],[]
o9884,0,0,4,[],[],[]
o9885,1,3,3,[],[],[]
o9886,0,240,2,[],[],[]
o9887,0,66,,[],[],[]
o9888,0,0,10,[],[],[]
o9890,0,22,,[],[],[]
o9891,0,8,31,[],[],[]
o9892,0,0,4,[],[],[]
o9894,0,10,173,[],[],[]
o9895,0,10,24,[],[],[]
o9896,0,0,6,[],[],[]
o9898,0,95,41,[],[],[]
o9899,0,8,36,[],[],[]
o9900,0,0,16,[],[],[]
o9901,0,16,10,[],[],[]
o9902,0,16,44,[],[],[]
o9903,0,6,101,[],[],[]
o9904,0,24,16302,[],[],[]
o9905,0,99,3,[],[],[]
o9906,0,0,6234,[],[],[]
o9908,0,24,10,[],[],[]
o9910,0,22,159,[],[],[]
o9912,0,0,4,[],[],[]
o9914,0,12,24792,[],[],[]
o9915,0,31,31224,[],[],[]
