schema,DG_ted,JE_ted,JSF_ted,DG_number_errors,JE_number_errors,JSF_number_errors,correct_instance_ast_size,DG_ast_size,JE_ast_size,JSF_ast_size
o74555,0,5,71,0,2,0,1,1,11,89
o74556,13,15,23,0,0,0,29,29,31,39
o74561,0,71,31,0,10,0,1,1,73,57
o74562,0,137,78,0,0,0,1,1,151,89
o74563,0,45,55,0,9,0,1,1,61,71
o74564,0,169,80,0,33,0,1,1,239,111
o74591,11,,26,0,,0,35,35,,55
o74592,1,79,13,0,0,0,3,3,111,15
o74593,1,11,14,0,0,0,3,3,13,21
o74594,10,20,19,0,1,0,15,15,25,31
o74595,2,6,2,0,1,0,5,5,9,5
o74598,4,,,0,,,9,9,,
o7462,1,1,3,0,0,0,3,3,3,5
o7488,1,,1,0,,0,1,1,,1
o7490,1,,1,0,,0,1,1,,1
o74930,22,,48,0,,2,51,51,,79
o74931,12,,38,0,,0,29,29,,55
o74932,5,5,5,0,0,0,11,11,11,11
o7495,0,8,84,0,2,0,3,3,13,99
o74957,10,,25,0,,0,27,27,,43
o7496,0,134,15,0,1,0,3,3,151,21
o7498,0,12,32,0,3,0,3,3,17,39
o7499,0,42,35,0,5,0,3,3,53,43
o7500,,421,8,,0,0,1,,537,9
o75090,3,206,1,0,1,0,1,3,257,1
o75093,0,,12,0,,0,5,5,,21
o75094,2,208,32,0,5,0,9,9,269,49
o75096,2,5,9,0,1,0,7,9,9,13
o75099,3,9,19,1,3,0,5,7,11,33
o75109,1,,1,1,,1,1,1,,1
o75128,1,,18,0,,0,5,5,,25
o7513,3,24,3,0,0,0,7,7,39,7
o7514,0,92,129,0,0,0,1,1,127,141
o75145,2,,2,0,,0,7,7,,7
o7515,0,8,96,0,0,1,1,1,9,99
o7516,0,4,4,0,0,0,1,1,5,5
o7517,0,2,2,0,0,0,1,1,3,3
o75202,0,0,81,0,0,0,1,1,1,107
o75281,0,2,70,0,0,0,1,1,3,71
o75282,0,59,42,0,0,0,1,1,77,43
o75283,0,15,107,0,0,0,1,1,23,113
o75284,0,71,118,0,0,0,1,1,95,123
o75285,0,163,18,0,0,0,1,1,239,19
o75287,0,203,77,0,0,0,1,1,253,79
o7540,12,33,42,0,1,0,35,35,39,83
o75559,6,10,16,0,0,0,13,13,17,23
o75560,4,,9,0,,0,17,17,,19
o75561,2,,18,0,,0,9,9,,25
o75562,4,186,4,0,0,0,11,11,237,11
o75563,6,12,10,0,0,0,13,13,19,17
o75565,1,,200,0,,7,3,3,,207
o75573,2,4,6,0,0,0,7,7,11,15
o75574,2,11,4,0,0,0,7,7,25,9
o75589,0,335,205,0,0,0,1,1,397,235
o75593,0,57,2,0,0,0,1,1,65,3
o75594,0,2,2,0,2,0,7,7,7,7
o75595,1,1,1,0,1,0,3,3,3,3
o75597,3,,3,1,,0,7,7,,7
o75598,5,60,10,0,1,0,15,15,79,25
o75601,11,,46,0,,0,37,,,
o75602,7,,50,0,,0,19,19,,69
o75613,0,14,73,0,0,0,3,3,19,81
o7573,0,47,290,0,0,0,5,5,59,313
o7574,2,79,6,0,1,0,5,5,85,9
o7578,0,16,10,0,0,0,1,1,17,11
o7579,0,174,14,0,0,0,1,1,249,15
o75860,1,36,26,0,0,0,5,5,47,35
o7607,2,2,128,0,0,0,5,5,5,145
o76155,0,0,242,0,0,0,1,1,1,
o76156,0,0,114,0,0,0,1,1,1,115
o76160,1,,1,0,,0,1,1,,1
o7633,0,8,4,0,0,0,1,1,9,5
o76439,1,,18,0,,0,3,3,,23
o76440,6,8,15,0,3,0,23,23,27,35
o76465,1,,35,0,,0,3,3,,43
o76472,1,205,5,0,0,0,9,9,267,13
o76477,3,3,3,0,0,0,7,7,7,7
o76479,1,76,1,0,0,0,7,7,99,7
o76552,0,0,12,0,0,0,1,1,1,13
o76554,0,0,2,0,0,0,1,1,1,3
o76564,0,,10,0,,0,1,1,,13
o76583,0,46,2,0,0,0,1,1,47,3
o76630,2,2,8,0,0,0,7,7,7,13
o76638,0,0,,0,0,,1,1,1,
o76639,0,0,,0,0,,1,1,1,
o76642,0,,,0,,,3,3,,
o76654,0,0,2,0,0,0,1,1,1,3
o76656,1,,,0,,,3,3,,
o76658,0,,,0,,,3,3,,
o76659,0,0,,0,0,,1,1,1,
o76660,0,0,4,0,0,0,1,1,1,5
o76664,1,,1,0,,0,5,5,,5
o76665,0,44,,0,,,3,3,63,
o76669,0,0,63,0,0,5,1,1,1,67
o76678,4,6,4,0,0,0,9,9,11,9
o76740,0,55,30,0,0,0,3,3,59,33
o76742,0,204,6,0,0,0,1,1,259,7
o76743,1,120,23,0,0,1,5,5,191,27
o76745,8,,23,0,,0,9,5,,35
o76760,8,8,10,0,0,0,23,23,23,23
o76761,4,4,4,0,0,0,9,9,9,9
o76763,7,7,7,0,0,0,17,17,17,17
o76764,8,,11,0,,1,21,21,,25
o76765,10,11,10,0,0,0,27,27,27,27
o76766,6,7,9,0,0,0,15,15,15,17
o76785,10,,10,1,,2,5,13,,19
o76831,0,14,14,0,0,0,1,1,15,15
o76853,0,0,26,0,0,0,1,1,1,33
o76865,0,,,0,,0,1,1,,1
o76869,0,18,6,0,0,0,1,1,19,7
o76874,0,4,15,0,0,0,1,1,5,19
o76899,0,16,10,0,0,0,1,1,17,11
o76905,10,86,565,0,11,0,9,15,113,641
o76906,0,17,44,0,0,0,1,1,19,49
o76944,2,,,0,,,9,9,,
o77233,1,7,5,0,0,0,5,5,17,13
o77264,0,248,320,0,2,8,3,3,285,341
o77275,4,26,4,0,0,0,9,9,45,9
o77276,9,,97,0,,0,29,29,,117
o77298,34,,64,19,,0,5,37,,71
o77299,54,,193,27,,0,5,57,,219
o77302,0,0,72,0,0,0,1,1,1,85
o77303,0,0,52,0,0,0,1,1,1,61
o77304,0,,,0,2,,1,1,1,
o77307,4,10,8,0,0,0,9,9,15,13
o77312,1,79,104,0,2,0,7,7,87,123
o77317,0,2,129,0,2,1,1,1,5,149
o77344,0,271,7,0,1,0,3,3,389,11
o77367,1,3,7,0,0,0,3,3,5,9
o77397,9,9,14,0,1,0,19,19,19,27
o77402,1,,33,0,,0,13,13,,55
o77403,0,27,113,0,0,3,1,1,49,121
o77406,0,8,14,0,0,0,1,1,9,15
o77414,1,,1,0,,0,1,1,,1
o77420,0,2,6,0,0,0,1,1,3,7
o77425,1,,1,0,,0,1,1,,1
o77435,4,,32,0,,0,33,33,,71
o77699,0,,,0,,,1,1,,
o77704,0,4,6,0,0,0,1,1,5,7
o77712,0,4,52,0,0,0,1,1,5,53
o77727,1,315,37,0,0,0,5,5,385,45
o77730,3,,7,0,,0,7,7,,11
o77732,0,6,75,0,0,0,1,1,7,79
o77735,0,,,0,,,1,1,,
o77739,1,8,2,0,1,1,3,3,9,3
o77740,1,3,1,0,0,0,3,3,5,3
o78014,4,,30,0,,0,15,15,,41
o78015,1,27,67,0,0,0,5,5,31,71
o78021,0,,46,0,,2,1,1,,47
o78036,0,23,24,0,0,0,1,1,35,37
o78037,0,19,3632,0,0,0,1,1,25,4525
o78057,2,2,340,0,0,0,5,5,5,391
o78058,2,,34,0,,0,7,7,,39
o78060,6,7,13,0,1,0,15,15,15,23
o78061,10,11,31,0,5,0,23,23,23,55
o78064,0,17,26,0,0,0,1,1,19,31
o78081,0,,168,0,1,3,9,9,1,241
o78082,2,14,92,0,0,0,7,7,21,111
o78102,0,8,4,0,0,0,1,1,17,9
o78155,0,4,6,0,0,0,1,1,5,7
o78398,0,109,14,0,0,0,1,1,117,17
o78400,0,,4,0,,0,1,1,,5
o78404,0,12,8,0,0,0,1,1,13,9
o78447,0,16,6,0,0,0,1,1,25,7
o78451,0,8,6,0,0,0,1,1,9,7
o78453,0,4,16,0,0,0,1,1,5,17
o78457,0,0,4,0,0,0,1,1,1,5
o78463,1,13,306,0,2,0,5,5,19,329
o78474,0,12,48,0,0,0,1,1,13,49
o78476,0,0,2,0,0,0,1,1,1,3
o78477,0,40,8,0,0,0,1,1,59,9
o78478,0,0,16,0,0,0,1,1,1,17
o78479,0,0,44,0,0,0,1,1,1,57
o78481,0,0,10,0,0,0,1,1,1,11
o78482,0,0,6,0,0,0,1,1,1,7
o78729,,0,2,,0,0,1,,1,3
o78734,1,25,19,0,0,0,5,5,33,25
o78735,8,256,64,0,0,0,21,21,343,85
o78738,0,150,121,0,7,24,1,1,173,147
o78739,8,424,179,0,37,14,75,75,553,257
o78777,0,106,642,0,0,0,1,1,145,771
o78783,2,,4,0,,0,7,7,,9
o78891,0,169,471,0,0,0,1,1,227,559
o78892,7,14,11,0,0,0,17,17,31,25
o78893,0,4,601,0,0,0,1,1,5,673
o78895,0,1489,35,0,0,0,5,5,1943,43
o78896,0,887,109,0,0,0,5,5,1141,123
o78957,2,2,12,0,0,0,5,5,5,15
o78958,4,169,9,0,5,0,21,21,243,31
o78960,0,0,12,0,0,0,1,1,1,13
o78964,3,31,60,2,3,3,3,5,47,67
o78997,0,4,11,0,0,0,1,1,5,13
o79008,0,0,416,0,0,13,1,1,1,469
o79009,4,14,600,0,2,26,17,17,5,693
o79015,0,34,68,0,6,17,1,1,53,69
o79016,,,2,3,,1,3,1,,1
o79018,0,0,24,0,0,0,1,1,1,29
o79022,3,,462,0,,7,11,11,,515
o79030,3,718,272,0,0,0,11,11,885,285
o79077,,397,81,,0,0,7,,519,97
o79080,2,2,2,0,0,0,5,5,5,5
o79423,1,,88,0,,0,5,5,,113
o79425,0,36,2,0,0,0,1,1,51,3
o79427,1,3,5,0,1,0,3,3,5,7
o79428,1,3,5,0,0,0,3,3,5,7
o79429,2,,5,0,,0,15,15,,17
o79434,0,5,6,0,5,0,3,3,13,11
o79439,0,0,4,0,0,0,1,1,1,5
o79440,0,4,261,0,4,0,3,3,11,295
o79441,1,3,3,0,0,0,3,3,5,5
o79442,0,2,6,0,1,1,3,3,5,9
o79443,2,,3,0,,0,5,5,,7
o79445,0,0,4,0,0,0,1,1,1,5
o79447,0,0,0,0,0,0,1,1,1,1
o79448,0,3,25,0,3,0,3,3,9,33
o79449,1,3,11,0,0,0,3,3,5,13
o79450,0,14,2,0,0,0,3,3,17,5
o79452,0,0,120,0,0,3,1,1,1,143
o79456,0,39,16,0,0,0,3,3,47,21
o79458,3,3,42,0,0,0,7,7,7,51
o79473,6,10,,0,1,,15,15,9,
o79474,0,1,41,0,1,0,1,1,3,57
o79475,0,7,9,0,7,0,1,1,15,11
o79476,0,3,,0,0,,1,1,5,
o79477,0,2,3,0,0,0,3,3,5,5
o79481,1,1,1,0,0,0,3,3,3,3
o79482,1,,13,0,,0,3,3,,17
o79489,4,15,3,0,1,0,9,9,31,9
o79490,0,0,7,0,0,0,1,1,1,13
o79491,1,,1,0,,0,5,5,,5
o79492,3,,17,0,,0,9,9,,27
o79494,0,53,1,0,4,0,1,1,79,3
o79495,2,2,2,0,0,0,5,5,5,5
o79498,0,0,10,0,0,0,1,1,1,11
o79500,1,33,7,0,0,0,3,3,35,9
o79503,3,,8,0,,0,9,9,,13
o79504,0,13,35,0,9,0,1,1,17,39
o79513,0,0,6,0,0,0,1,1,1,7
o79516,0,1,12,0,1,0,1,1,3,17
o79518,0,2,28,0,2,0,1,1,5,33
o79519,1,100,10,0,4,0,3,3,141,17
o79522,2,2,3,0,0,0,7,7,7,7
o79539,3,,3,0,,0,7,7,,7
o79541,1,2,2,0,0,0,5,5,5,5
o79542,2,2,1,0,2,0,5,5,5,5
o79550,3,3,3,0,0,0,7,7,7,7
o79554,0,4,9,0,4,0,1,1,9,15
o79557,1,1,1,0,0,0,3,3,3,3
o79558,0,0,18,0,0,0,1,1,1,19
o79561,0,1,0,0,1,0,3,3,3,3
o79563,4,4,3,0,2,0,9,9,9,9
o79589,0,0,2,0,0,0,1,1,1,3
o79592,4,4,4,0,4,0,9,9,9,9
o79600,0,1,35,0,1,0,1,1,3,41
o79604,3,,127,0,,0,9,9,,155
o79609,2,2,2,0,2,0,5,5,5,5
o79613,0,0,137,0,0,0,1,1,1,181
o79622,0,14,2,0,0,0,1,1,15,3
o79650,2,144,4,0,0,0,9,9,173,11
o79651,4,,170,0,,0,13,13,,193
o79654,1,1,1,0,0,0,3,3,3,3
o79656,12,,35,0,,0,37,37,,73
o79669,2,39,23,0,1,0,5,5,59,29
